ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF204K01FM2,RELSHORTMP,DP,OMF,7.5,11.49
INF204KA1EQ4,RELSHORTDP,DP,OMF,7.5,19.48
INF204K01FO8,RELSHORTQP,DP,OMF,7.5,14.81
INF204K01B32,RELSHODPGP,GR,OMF,7.5,51.71
INF204K01B40,RELSHODPDP,DP,OMF,7.5,11.71
INF209K01397,BSL261D,DP,OMF,7.5,26.56
INF209K01405,BSL261G,GR,OMF,7.5,409.33
INF209K01Q55,B261DZ,DP,OMF,7.5,47.71
INF209K01WA1,B261GZ,GR,OMF,7.5,445.23
INF277K01741,TINAD,GR,OMF,7.5,135.07
INF277K01PJ3,TINAH,GR,OMF,7.5,145.93
INF740K01243,DSPBRTEF,GR,OMF,8.5,396.83
INF740K01227,DSPBRTEF,DP,OMF,8.5,23.98
INF740K01PS1,DSPTOPDDP,DP,OMF,7.5,27.28
INF740K01PR3,DSPTOPDGR,GR,OMF,7.5,429.26
INF109K01654,IPRU24,GR,OMF,7.5,54.75
INF109K013N3,IPRU8009,GR,OMF,7.5,59.31
INF109K014N1,IPRU8008P,DP,OMF,7.5,12.7
INF109K01P65,IPRU8128P,DP,OMF,7.5,179.72
INF109K01P24,IPRU8088,DR,OMF,7.5,101.59
INF109K01P73,IPRU8090P,DP,OMF,7.5,101.95
INF109K01P57,IPRU8089,GR,OMF,7.5,420.35
INF109K01EN4,IP1544P,DP,OMF,7.5,101.95
INF109K01AX1,IP1543,GR,OMF,7.5,387.69
INF109K01AW3,IP1542,DR,OMF,7.5,101.59
INF740K01599,DSPBRFRF,GR,OMF,7.5,39.95
INF740K01581,DSPBRFRF,DP,OMF,7.5,11.62
INF740K01JW6,DSPBRIOF,DP,OMF,7.5,10.75
INF740K01OS4,DSPIOPDGR,GR,OMF,7.5,43.23
INF209K01975,BSL341QD,DP,OMF,7.5,15.56
INF209K01942,BSL341G,GR,OMF,7.5,43.25
INF209K01BU3,B341WD,DP,OMF,7.5,10.6
INF209KA1KQ6,B341DZ,DP,OMF,7.5,11.14
INF209K01R96,B341WZ,DP,OMF,7.5,11.16
INF209K01XK8,B341GZ,GR,OMF,7.5,46.47
INF204K01927,RELBANKGGP,GR,OMF,8.5,512.61
INF204K01919,RELBANKGBP,GR,OMF,7.5,512.61
INF204K01893,RELBANKGDP,DP,OMF,7.5,63.76
INF204K01XO1,RELBANDPGP,GR,OMF,7.5,554.69
INF204K01XM5,RELBANDPDP,DP,OMF,7.5,93.2
INF767K01816,LICNMIMDD,DP,OMF,7.5,12.51
INF767K01832,LICNMIQDD,DP,OMF,7.5,13.08
INF767K01857,LICNMIYDD,DP,OMF,7.5,11.86
INF767K01808,LICNMIGPG,GR,OMF,7.5,74.49
INF767K01EO7,MIG1G,GR,OMF,7.5,81.62
INF209K01MJ3,B511G,GR,GMF,10,418.59
INF209K01SZ6,151ID,DR,GMF,10,100.08
INF209K01SY9,B151RD,DR,GMF,10,100.2
INF209K01RV7,B151IG,GR,GMF,10,339.62
INF209K01UT5,B151DZ,DR,GMF,10,100.08
INF209K01UU3,151GZ,DP,GMF,10,343.53
INF767K01AO5,LICNSTGPG,GR,OMF,7.5,36.45
INF767K01AK3,STDDD,DP,OMF,7.5,10.68
INF767K01FM8,STG1G,GR,OMF,7.5,39.21
INF767K01FL0,STD1D,DP,OMF,7.5,10.05
INF179K01608,HDFC02,GR,OMF,8.5,1622.76
INF179K01582,HDFC01,DP,OMF,8.5,70.82
INF179K01VL5,H01TDP,DP,OMF,7.5,83.26
INF179K01UT0,H02TGR,GR,OMF,7.5,1760.27
INF179K01426,HDFC62,GR,OMF,7.5,624.76
INF179K01400,HDFC61,DP,OMF,7.5,31.71
INF179K01VA8,H61TDP,DP,OMF,7.5,38.34
INF179K01VC4,H62TGR,GR,OMF,7.5,690.86
INF179K01YQ8,H31TDP,DP,OMF,7.5,91.03
INF179K01YS4,H32TGR,GR,OMF,7.5,1259.72
INF179K01BB8,HDFC32,GR,OMF,7.5,1175.14
INF179K01AZ9,HDFC31,DP,OMF,7.5,69.4
INF179K01848,HDFC12,GR,OMF,7.5,81.64
INF179K01871,HDFC11,DP,OMF,7.5,12.25
INF179K01921,HDFC28,DP,OMF,7.5,13.03
INF179K01WB4,H12TGR,GR,OMF,7.5,89.31
INF179K01913,HDFC30,GR,OMF,7.5,51.14
INF179K01897,HDFC29,DP,OMF,7.5,10.13
INF179KA1D90,HIFSTDPNDP,DP,OMF,7.5,18.4
INF179KA1NP8,HDFC29T,DP,OMF,7.5,10.14
INF179K01WI9,H30TGR,GR,OMF,7.5,55.08
INF179KB1HR5,HLQD53,GR,GMF,10,5248.8
INF179KB1HU9,H53TGR,GR,GMF,10,5342.34
INF179KB1HS3,HLQD57,GR,GMF,10,3546.91
INF179KB1HT1,H57TGR,GR,GMF,10,3577.86
INF179K01BE2,HDFC44,GR,OMF,8.5,1015.18
INF179K01BC6,HDFC41,DP,OMF,8.5,56.74
INF179K01YT2,H41TDP,DP,OMF,7.5,65.38
INF179K01YV8,H44TGR,GR,OMF,7.5,1090.05
INF192K01700,JMFFLG,GR,OMF,7.5,37.6
INF192K01DD3,JMFFD4,GR,OMF,7.5,39.9
INF789F01AZ5,UTILIQUDRI,DR,GMF,10,1132.9
INF789F01BB4,UTILIQUMDR,DR,GMF,10,3599.63
INF789F01PG3,CPIDR,DR,GMF,10,1078.31
INF789F01PI9,CPIMD,DP,GMF,10,1043.63
INF789F01PH1,CPIGG,GR,GMF,10,3957.19
INF789F01PK5,CPIWR,DR,GMF,10,1053.06
INF789F01XQ6,CPD2G,GR,GMF,10,3989.13
INF789F01XP8,CPD1R,DR,GMF,10,1062.99
INF174K018O0,K476,DP,GMF,10,1055.38
INF174K01NA6,KFLRG,GR,GMF,10,4122.86
INF174K01MW2,KFLRG252D,GR,GMF,10,4155.33
INF174K019O8,K476D,DP,GMF,10,1158.48
INF955L01674,BPGRG,GR,OMF,7.5,249
INF955L01658,BPGRD,DP,OMF,7.5,53.25
INF955L01AE5,BPMFGRD1,GR,OMF,7.5,55.83
INF955L01AG0,BPMFGRD2,GR,OMF,7.5,275.94
INF760K01019,CRFDVG,GR,OMF,7.5,288.69
INF760K01027,CRFDVD,DP,OMF,7.5,55.83
INF760K01EF0,CRDVDG,GR,OMF,7.5,319.37
INF760K01ED5,CRDVDD,DP,OMF,7.5,83.71
INF090I01262,FTDPEFGP,GR,OMF,7.5,147.97
INF090I01247,FTDPEFDP,DP,OMF,7.5,42.52
INF090I01HT0,FTDPEFDDP,DP,OMF,7.5,49.77
INF090I01HV6,FTDPEFDGP,GR,OMF,7.5,165.46
INF109K01795,IPAAP,GR,OMF,7.5,138.29
INF109K01W58,IPRU8149,GR,OMF,7.5,144.24
INF109K01DW7,IPAAPDP,DP,OMF,7.5,107.74
INF109K01852,IPRUAVAP,GR,OMF,7.5,182.7
INF109K01X40,IPRU8162,GR,OMF,7.5,192.41
INF109K01FR2,IPVAPDP,DP,OMF,7.5,141.62
INF109K01837,IPAMP,GR,OMF,7.5,105.44
INF109K01X16,IPRU8157,GR,OMF,7.5,115.06
INF109K01FJ9,IPAMPDP,DP,OMF,7.5,81.03
INF109K01811,IPACP,GR,OMF,7.5,55.46
INF109K01W82,IPRU8153,GR,OMF,7.5,59.21
INF109K01EB9,IPACPDP,DP,OMF,7.5,42.55
INF109K01878,IPAVCP,GR,OMF,7.5,40.78
INF109K01X73,IPRU8166,GR,OMF,7.5,42.33
INF109K01FS0,IPVCPDP,DP,OMF,7.5,35.57
INF179K01AE4,HDFCMILTG,GR,OMF,8.5,74.58
INF179K01AA2,HDFCMILTM,DP,OMF,8.5,14.34
INF179K01AC8,HDFCMILTQ,DP,OMF,8.5,15.09
INF179K01XE6,HMLTGTGR,GR,OMF,7.5,78.82
INF179K01XF3,HMLTMTDP,DP,OMF,7.5,15.71
INF179K01XH9,HMLTQTDP,DP,OMF,7.5,16.53
INF204K01FD1,RELMTLIPGP,GR,OMF,7.5,52.17
INF204K01FE9,RELMTLIPMP,DP,OMF,7.5,10.81
INF204K01FG4,RELMTLIPQP,DP,OMF,7.5,12.07
INF204K01YV4,RELMIPDPGP,GR,OMF,7.5,57.06
INF204K01YW2,RELMIPDPMD,DP,OMF,7.5,11.61
INF336L01AE8,OEOIDP,DP,OMF,7.5,41.48
INF336L01AF5,OEOIG,GR,OMF,7.5,184.09
INF336L01DF9,OHEODP,DP,OMF,7.5,44.34
INF336L01DH5,OHEOIG,GR,OMF,7.5,203.45
INF336L01107,OMISMP,DP,OMF,7.5,12.96
INF336L01123,OMISQP,DP,OMF,7.5,17.1
INF336L01099,OMIPSG,GR,OMF,7.5,54.21
INF336L01DW4,OHMPSG,GR,OMF,7.5,60.05
INF109K01902,IPIMPG,GR,OMF,7.5,67.21
INF109K01ER5,IPRUIMPDP,DP,OMF,7.5,13.68
INF109K01IX4,IP1733,DP,OMF,7.5,11.61
INF109K01IW6,IP1732,DP,OMF,7.5,12.8
INF109K01S47,IPRU8186P,DP,OMF,7.5,16.4
INF109K01S88,IPRU8187P,DP,OMF,7.5,14.26
INF109K01S62,IPRU8185P,DP,OMF,7.5,16.07
INF109K01S39,IPRU8188,GR,OMF,7.5,73.31
INF789F01794,UTIMIDCAP,DP,OMF,7.5,122.05
INF789F01810,UTIMIDCAP,GR,OMF,7.5,257.93
INF789F01UA6,UTIMCG1G,GR,OMF,7.5,284.38
INF789F01752,UTIINFRA,GR,OMF,7.5,127.95
INF789F01737,UTIINFRA,DP,OMF,7.5,66.87
INF789F01273,UTITRNSPRT,DP,OMF,7.5,113
INF789F01299,UTITRNSPRT,GR,OMF,7.5,245.05
INF789F01372,UTIBANKING,GR,OMF,7.5,154.39
INF789F01356,UTITRESADV,DP,OMF,7.5,60.09
INF204K01AE0,RELPOWERGP,GR,OMF,7.5,315.96
INF204K01AD2,RLPOWBPDB,GR,OMF,7.5,315.96
INF204K01AB6,RELPOWERDP,DP,OMF,7.5,65.1
INF204K01I76,RELDIVDPDP,DP,OMF,7.5,73.11
INF204K01I92,RELDIVDPGP,GR,OMF,7.5,338.58
INF209K01769,BSL313MD,DP,OMF,7.5,15.84
INF209K01751,BSL313G,DP,OMF,7.5,59.18
INF209K01R47,B313DZ,DP,OMF,7.5,25.58
INF209K01XH4,B313GZ,DP,OMF,7.5,65.42
INF204K01968,RELPHARMGP,GR,OMF,7.5,419.77
INF204K01950,RELPHARMBP,GR,OMF,7.5,419.77
INF204K01935,RELPHARMDP,DP,OMF,7.5,106.87
INF204K01I35,RELPHADPDP,DP,OMF,7.5,148.25
INF204K01I50,RELPHADPGP,GR,OMF,7.5,462.54
INF740K01151,DSPBRITF,GR,OMF,7.5,286.9
INF740K01136,DSPBRITF,DP,OMF,7.5,29.35
INF740K01PU7,DSPTGRDGR,GR,OMF,7.5,308.16
INF740K01PV5,DSPTGRDDP,DP,OMF,7.5,53.54
INF740K01441,DSPSFAGGG,GR,OMF,7.5,52
INF740K01458,DSPSFAGGMP,DP,OMF,7.5,11.19
INF740K01474,DSPSFAGGQP,DP,OMF,7.5,11.54
INF740K01NO5,DSPMIPDGR,GR,OMF,7.5,58.1
INF179K01442,HDFC54,GR,OMF,7.5,53.06
INF179K01475,HDFC58,DP,OMF,7.5,10.06
INF179K01459,HDFC60,DP,OMF,7.5,10.15
INF179K01VF7,H54TGR,GR,OMF,7.5,57.16
INF179K01VG5,H60TDP,DP,OMF,7.5,10.16
INF179K01434,HDFC59,DR,OMF,7.5,10.14
INF789F01646,UTIGILTLTP,DP,GMF,10,34.96
INF789F01661,UTIGILTLTP,GR,GMF,10,57.16
INF789F01562,UTIFLOTNGW,DR,OMF,7.5,1253.78
INF789F01570,UTIFLOTNG,GR,OMF,7.5,3914.61
INF789F01554,UTIFLOTNGD,DR,OMF,7.5,1046.15
INF789F01927,UTIMISADVP,DP,OMF,7.5,61.44
INF789F01877,UTIMISADV,DP,OMF,7.5,41.34
INF789F01893,UTIMISADV,GR,OMF,7.5,61.41
INF789F01901,UTIMISADVM,DP,OMF,7.5,16.58
INF789F01331,UTITRESADV,GR,OMF,7.5,5759
INF789F01OT9,BFIGG,GR,OMF,7.5,3249.23
INF789F01349,UTITRESADV,DR,OMF,7.5,1048.22
INF789F01ON2,BFIDR,DR,OMF,7.5,1252.33
INF789F01PB4,BFWID,DP,OMF,7.5,1255.48
INF174K01484,KEQFOF,DP,OMF,7.5,196.94
INF174K01468,KEQFOF,GR,OMF,7.5,202.32
INF174K01LO1,KFG117DP,GR,OMF,7.5,212.08
INF174K01LN3,KFOFG107D,GR,OMF,7.5,215.97
INF174K01FD6,KFLTG,GR,OMF,7.5,39.56
INF174K01FH7,KFLTMDR,DR,OMF,7.5,10.76
INF174K01JP2,KFLTG135D,GR,OMF,7.5,41.24
INF174K01JQ0,KFLTM145D,DR,OMF,7.5,17.75
INF109K01AF8,IPDISCODFG,GR,OMF,7.5,399.1
INF109K01EC7,IPRUDFDP,DP,OMF,7.5,37.37
INF109K011K3,IPRU8175P,DP,OMF,7.5,105.51
INF109K012K1,IPRU8176,GR,OMF,7.5,435.8
INF204K01CG1,RELFLRTFGP,GR,OMF,7.75,41.01
INF204K01CH9,RELFLRFMDP,DP,OMF,7.5,11.09
INF204K01OQ5,FRWDRMF,DP,OMF,7.5,10.26
INF204K01E05,RELFSHDPGP,GR,OMF,7.5,43.01
INF109K01AH4,IPRULFRAG,GR,OMF,7.5,40.56
INF109K01UF6,IP1729,DP,OMF,7.5,10.67
INF109K015A5,IPRU8190,GR,OMF,7.5,44.22
INF109K018A9,IPRU8192P,DP,OMF,7.5,11.23
INF204K01AQ4,RELMEDIAGP,GR,OMF,7.5,177.46
INF204K01AN1,RELMEDIADP,DP,OMF,7.5,37.44
INF204K01G52,RELMEDDPGP,GR,OMF,7.5,196.13
INF204K01G37,RELMEDDPDP,DP,OMF,7.5,55.61
INF179K01AM7,HDFCMULG,GR,OMF,7.5,59.93
INF179K01AK1,HDFCMULD,DP,OMF,7.5,12.76
INF179K01XT4,HMULGTGR,GR,OMF,7.5,66.32
INF179K01XR8,HMULDTDP,DP,OMF,7.5,14.86
INF179K01574,HDFCCORG,GR,OMF,7.5,188.4
INF179K01558,HDFCCORD,DP,OMF,7.5,22.97
INF179K01VI1,HCORDTDP,DP,OMF,7.5,28.84
INF179K01VK7,HCORGTGR,GR,OMF,7.5,210.88
INF209K01819,BSL321QD,DP,OMF,7.5,10.49
INF209K01793,BSL321G,GR,OMF,8,41.69
INF209K01801,BSL321MD,DP,OMF,7.5,10.41
INF209KA1TX3,B321X,DP,OMF,7.5,12.68
INF209K01N82,B321GZ,GR,OMF,7.5,44.43
INF209KA1TV7,B321A,DP,OMF,7.5,11.79
INF109K01AN2,IPESTARESG,GR,OMF,7.5,247.92
INF109K01EH6,IPRUESDP,DP,OMF,7.5,38.15
INF109K019M2,IPRU8181P,DP,OMF,7.5,56.95
INF109K011N7,IPRU8182,GR,OMF,7.5,275.13
INF204K01604,RELNRIEQGP,GR,OMF,7.5,156.94
INF204K01570,RELNRIRPDP,DP,OMF,7.5,32.27
INF204K01G94,RELNRIDPGP,GR,OMF,7.5,175.27
INF204K01G78,RELNRIDPDP,DP,OMF,7.5,43.46
INF204K01FI0,RELDYNBFGP,GR,OMF,7.5,33.55
INF204K01FJ8,RELDYNBFDP,DP,OMF,7.5,22.56
INF204K01XB8,RELDYNBQDP,DP,OMF,7.5,10.29
INF204K01A25,RELDYNDPGP,GR,OMF,7.5,35.83
INF903J01HW6,SFIPRG,GR,OMF,7.5,36.46
INF903J01NR4,157DP,GR,OMF,7.5,37.6
INF903J01454,SBNPPEQU13,DP,OMF,7.5,32.98
INF903J01470,SBNPPEQU15,GR,OMF,7.5,223.89
INF903J01NI3,71PD,DP,OMF,7.5,37.03
INF903J01NK9,72PD,GR,OMF,7.5,244.66
INF174K01237,KMIDCAP,DP,OMF,7.5,99.74
INF174K01211,KMIDCAP,GR,OMF,7.5,228.62
INF174K01KU0,KMID114D,DP,OMF,7.5,116.23
INF174K01KT2,KMIDG104D,GR,OMF,7.5,264.63
INF090I01205,FIFCAPGP,GR,OMF,8.5,158.32
INF090I01189,FIFCAPDP,DP,OMF,7.5,19.61
INF090I01IL5,FIFCAPDDP,DP,OMF,7.5,22.18
INF090I01IN1,FIFCAPDGP,GR,OMF,7.5,172.44
INF760K01803,CRFRDDR,DR,OMF,7.5,10.26
INF760K01ET1,CRFRDG,GR,OMF,7.5,39.67
INF760K01EM6,CRFRDR,DR,OMF,7.5,10.26
INF760K01795,CRFRGPG,GR,OMF,7.5,38.74
INF760K01779,CRFRDPD,DP,OMF,7.5,34.7
INF760K01167,CREQGP,GR,OMF,7.5,214.61
INF760K01175,CREQDP,DP,OMF,7.5,77.07
INF760K01EG8,CREQDD,DP,OMF,7.5,115.8
INF760K01EI4,CREQDP,GR,OMF,7.5,242.71
INF204K01489,RELEQOPPGP,GR,OMF,8.5,254.04
INF204K01455,RELEQOPPDP,DP,OMF,8.5,58.59
INF204K01XF9,RELOPPDPGP,GR,OMF,7.5,276.08
INF204K01XD4,RELOPPDPDP,DP,OMF,7.5,83.45
INF179K01AQ8,HDFCPRED,DP,OMF,7.5,15.93
INF179K01AS4,HDFCPREG,GR,OMF,7.5,104.36
INF179K01XZ1,HPREGTGR,GR,OMF,7.5,112.26
INF179K01XX6,HPREDTDP,DP,OMF,7.5,17.98
INF789F01448,UTIDYF,DP,OMF,8.5,29.39
INF789F01463,UTIDYF,GR,OMF,8.5,148.79
INF174K01260,KCONTRA,DP,OMF,7.5,44.98
INF174K01245,KCONTRA,GR,OMF,7.5,130.49
INF174K01LA0,K134D,DP,OMF,7.5,53.91
INF174K01KZ9,KCONG124D,GR,OMF,7.5,151.51
INF204K01GB3,RELREGSEGP,GR,OMF,8.5,194.22
INF204K01GC1,RELREGSEDP,DP,OMF,7.5,41.74
INF204K01K23,RELRSEDPDP,DP,OMF,7.5,64.24
INF204K01K49,RELRSEDPGP,GR,OMF,7.5,210.83
INF204K01VA4,RELLQDTYGP,GR,GMF,10,3808.98
INF204K01UY6,RELLQDTDDR,DR,GMF,10,1004.89
INF204K01VB2,RELLQDTMDP,DP,GMF,10,1019.09
INF204K01ZQ1,RELLIQDPMD,DP,GMF,10,1019.26
INF204K01ZO6,LQAWRMF,DR,GMF,10,1006.52
INF204K01ZN8,LQADRMF,DR,GMF,10,1004.82
INF204K01ZP3,RELLIQDPGP,GR,GMF,10,3851.93
INF209K01439,BSL291D,DP,OMF,7.5,39.89
INF209K01447,BSL291G,GR,OMF,7.5,187.05
INF209K01Q63,B291DZ,DP,OMF,7.5,49.94
INF209K01WC7,B291GZ,GR,OMF,7.5,211.19
INF789F01AE0,UTIOPRTUNE,DP,OMF,8.5,40.53
INF789F01AG5,UTIOPRTUNE,GR,OMF,8.5,139.06
INF789F01VB2,UTIOPD2G,GR,OMF,7.5,150.97
INF179K01AN5,HDFCMYD05,DP,OMF,7.5,16.03
INF179K01AP0,HDFCMYG05,GR,OMF,7.5,61.77
INF179K01XU2,HMYD5TDP,DP,OMF,7.5,19.28
INF179K01XW8,HMYG5TMF,GR,OMF,7.5,68
INF109K01AV5,IPINFRAIFG,GR,OMF,7.5,169.32
INF109K01FB6,IPRUIFDP,DP,OMF,7.5,28.36
INF109K018M4,IPRU8184,GR,OMF,7.5,182.14
INF109K016M8,IPRU8183P,DP,OMF,7.5,44.28
INF209K01BS7,BSLA,DP,OMF,7.5,170.02
INF209K01BT5,BSLAG,GR,OMF,7.5,1323.45
INF209K01ZC0,BAGZ,GR,OMF,7.5,1468.7
INF209KA1LH3,BAZ,DP,OMF,7.5,287.83
INF209K01090,BSL02,DP,OMF,7.5,181.43
INF209K01108,BSL02G,GR,OMF,7.5,51.63
INF209K01P23,B02Z,DP,OMF,7.5,393.97
INF209K01UN8,B02GZ,GR,OMF,7.5,57.13
INF209K01AQ3,BSL52,DP,OMF,7.5,148.07
INF209K01AJ8,BSL51,GR,OMF,7.5,1504.43
INF209K01XX1,B51Z,GR,OMF,7.5,1665.42
INF209KA1LE0,B52Z,DP,OMF,7.5,207.16
INF209K01132,BSL15,DP,OMF,7.5,42.32
INF209K01140,BSL16,GR,OMF,7.5,149.02
INF209K01P49,B15Z,DP,OMF,7.5,56.82
INF209K01VF2,B16Z,GR,OMF,7.5,165.55
INF209K01BO6,BSL91,DP,OMF,8.5,38.39
INF209K01BR9,BSL92,GR,OMF,8.5,450.61
INF209K01YX9,B91Z,DP,OMF,7.5,90.96
INF209K01YY7,B92Z,GR,OMF,7.5,494.04
INF209K01LX6,B85NIF,DP,OMF,7.5,145.75
INF209K01LV0,B85NIG,GR,OMF,7.5,333.47
INF209K01LN7,B85NIM,DP,OMF,7.5,108.91
INF209K01LU2,B85NDD,DP,OMF,7.5,110.69
INF209K01YN0,B85NGZ,GR,OMF,7.5,344.77
INF209KA12Z1,B85IFZ,DP,OMF,7.5,103.33
INF209K01YM2,B85NDZ,DP,OMF,7.5,114.35
INF209K01785,BSL32,GR,OMF,7.5,102.26
INF209K01983,BSL37,DP,OMF,7.5,12.36
INF209K01N90,B37Z,DP,OMF,7.5,12.52
INF209K01S38,B32Z,GR,OMF,7.5,103.78
INF209KA1KT0,B37AZ,DP,OMF,7.5,10.23
INF209KA1KS2,B37A,DP,OMF,7.5,11.51
INF209K01LQ0,B43G,GR,OMF,7.5,605.1
INF209KA1LQ4,B44NRD,DR,OMF,7.5,100.55
INF209K01XV5,B44RDZ,DR,OMF,7.5,100.65
INF209K01XU7,B43NZ,GR,OMF,7.5,664.26
INF209K01XW3,B48NZ,DP,OMF,7.5,100.52
INF204K01GK4,RELTAXTSGP,GR,OMF,7.5,111.83
INF204K01GL2,RELTAXTSDP,DP,OMF,7.5,33.47
INF204K01L30,RELTAXDPDP,DP,OMF,7.5,44.06
INF204K01L55,RELTAXDPGP,GR,OMF,7.5,121.77
INF204KA1E12,TSARRMF,DP,OMF,7.5,21.78
INF204KA1E04,RELTAXADDP,DP,OMF,7.5,20.33
INF966L01317,166LFGP,GR,GMF,10,38.24
INF966L01291,166LFMD,DP,GMF,10,15.17
INF966L01820,166LFDG,GR,GMF,10,39.13
INF966L01796,166LFDM,DP,GMF,10,15.62
INF174K01203,KOPPORT,DP,OMF,7.5,51.87
INF174K01187,KOPPORT,GR,OMF,7.5,297.33
INF174K01LG7,K118D,DP,OMF,7.5,59.47
INF174K01LF9,KKOPG108D,GR,OMF,7.5,336.99
INF760K01050,CRGBOE,GR,OMF,7.5,310.9
INF760K01068,CRGBDP,DP,OMF,7.5,94.55
INF760K01EX3,CRGBDD,DP,OMF,7.5,121.87
INF760K01EZ8,CRGBDG,GR,OMF,7.5,346.98
INF209K01454,BSL292D,DP,OMF,7.5,23.44
INF209K01462,BSL292G,GR,OMF,7.5,119.92
INF209K01Q71,B292DZ,DP,OMF,7.5,54.6
INF209K01WE3,B292GZ,GR,OMF,7.5,133.6
INF174K01385,KTAX,DP,OMF,7.5,38.99
INF174K01369,KTAX,GR,OMF,7.5,104.19
INF174K01LJ1,KELSD154D,DP,OMF,7.5,50.43
INF174K01LI3,KELSG144D,GR,OMF,7.5,120.38
INF109K01VQ1,IPRU1565,GR,GMF,10,357.17
INF109K01VS7,IPRU1567,DR,GMF,10,100.2
INF109K01VP3,IPRU1564,DR,GMF,10,100.15
INF109K01Q31,IPRU8129P,DP,GMF,10,167.09
INF109K01Q49,IPRU8096,GR,GMF,10,360.25
INF109K01VU3,IPRU1780P,DP,GMF,10,165.99
INF109K01Q15,IPRU8095,DR,GMF,10,100.11
INF109K01Q98,IPRU8098,DR,GMF,10,100.23
INF740K01FK9,DSPBRLIGF,GR,GMF,10,3442.99
INF740K01QL4,DSPLQDGR,GR,GMF,10,3478.36
INF090I01569,FISCFGP,GR,OMF,7.5,156.13
INF090I01544,FISCFDP,DP,OMF,7.5,48.07
INF090I01IO9,FISCFDDP,DP,OMF,7.5,56.42
INF090I01IQ4,FISCFDGP,GR,OMF,7.5,174.98
INF109K01BB5,IPSERVESIG,GR,OMF,7.5,138.31
INF109K01FL5,IPRUSIDP,DP,OMF,7.5,36.96
INF109K01W09,IPRU8193P,DP,OMF,7.5,69.37
INF109K01W25,IPRU8194,GR,OMF,7.5,149.54
INF760K01258,CRINDP,DP,OMF,7.5,57.28
INF760K01274,CRINGP,GR,OMF,7.5,134.72
INF760K01FO9,CRINDG,GR,OMF,7.5,149.15
INF760K01FM3,CRINDD,DP,OMF,7.5,78.89
INF209K01470,BSL293D,DP,OMF,7.5,27.13
INF209K01504,BSL293G,GR,OMF,7.5,86.1
INF209K01WH6,B293GZ,GR,OMF,7.5,93.95
INF209K01WG8,B293DZ,DP,OMF,7.5,45.17
INF082J01036,QUANTEFGPG,GR,OMF,7.5,112.81
INF082J01044,QUANTEFDPD,DP,OMF,7.5,113.77
INF082J01242,QMFEFRGG,GR,OMF,7.5,109.22
INF082J01259,QMFEFRDD,DP,OMF,7.5,109.84
INF109K01TX1,IPRU1571,GR,GMF,10,348.23
INF109K01TY9,IPRU1569,DR,GMF,10,100.13
INF109K01TZ6,IPRU1573,DR,GMF,10,100.75
INF090I01957,TIEIFGP,GR,OMF,7.5,129.03
INF090I01932,TIEIFDP,DP,OMF,7.5,26.35
INF090I01IR2,TIEIFDDP,DP,OMF,7.5,29.48
INF090I01IT8,TIEIFDGP,GR,OMF,7.5,139.81
INF082J01127,QMFLFGPG,GR,GMF,10,32.65
INF082J01143,QMFLFMDP,DP,GMF,10,10.04
INF082J01309,QMFLFRGG,GR,GMF,10,32.46
INF903J01561,SPEQU24,GR,OMF,7.5,82.49
INF903J01546,SPEQU22,DP,OMF,7.5,27.01
INF903J01NF9,91PD,DP,OMF,7.5,29.8
INF903J01NH5,92PD,GR,OMF,7.5,89.5
INF192K01510,JMAAGP,GR,OMF,7.5,30.32
INF192K01494,JMAADP,DP,OMF,7.5,14.07
INF192K01BN6,JMAADG,GR,OMF,7.5,32.08
INF789FB1RH4,SFDPD,DP,OMF,7.5,18.28
INF789FB1RJ0,SFGPG,GR,OMF,7.5,32.35
INF740K01QQ3,DSPBRMMF,GR,OMF,7.5,3146.53
INF740K01QS9,DSPBRMMF,DP,OMF,7.5,1069.33
INF740K01MK5,DSPBRMDF,DP,OMF,7.5,1112.6
INF740K01ON5,DSPMNYDGR,GR,OMF,7.5,3393.07
INF740K01128,DSPBRSMF,GR,OMF,7.5,123.11
INF740K01102,DSPBRSMF,DP,OMF,7.5,27.74
INF740K01PY9,DSPSMCDDP,DP,OMF,7.5,63.77
INF740K01PX1,DSPSMCDGR,GR,OMF,7.5,135.36
INF205K01HM5,RMFLFSIG,GR,GMF,10,3314.95
INF205K01HG7,RMFLFRG,GR,GMF,10,2953.3
INF205K01ME2,IMFLFD4DR,DR,GMF,10,1000.96
INF205K01MI3,RGFLFD3DR,DR,GMF,10,1149.3
INF205K01MF9,IMFLFD1GR,GR,GMF,10,3340.68
INF966L01341,166HYGP,GR,OMF,7.5,115.07
INF966L01325,166HYDP,DP,OMF,7.5,70.13
INF966L01622,166HYD1,DP,OMF,7.5,57.78
INF966L01648,166HYDG,GR,OMF,7.5,124.07
INF205K01296,RELIGARETP,DP,OMF,7.5,23.32
INF205K01270,RELIGARETP,GR,OMF,7.5,107.17
INF205K01NT8,IMFTPD1GR,GR,OMF,7.5,125.05
INF205K01NR2,IMFTPD2DP,DP,OMF,7.5,29.51
INF204K01GE7,RELLNGEQGP,GR,OMF,7.5,103.57
INF204K01GF4,RELLNGEQDP,DP,OMF,7.5,32.5
INF204K01F95,RELLTEDPGP,GR,OMF,7.5,113.03
INF204K01F79,RELLTEDPDP,DP,OMF,7.5,44.22
