602,ITETF,INF769K01KV5,33.58,20
603,ORBTEXP,INE231G01010,162.75,20.45
604,FCL,INE045J01026,344.9,20
605,BORORENEW,INE666D01022,494.35,20
606,SETFNIF50,INF200KA1FS1,230.09,6
607,SGBN28VIII,IN0020200286,7144.4,10
608,GREENPANEL,INE08ZM01014,293.75,20
609,ABSLBANETF,INF209KB17D5,47.93,20
610,NOCIL,INE163A01018,256.6,20
611,CGPOWER,INE067A01029,582.3,20
612,TARC,INE0EK901012,143.3,20
613,SELAN,INE818A01017,653.6,21.03
614,RUBYMILLS,INE301D01026,196.8,20
615,SPCENET,INE970N01027,26.95,23.33
616,ACLGATI,INE152B01027,107.55,20
617,DIAMONDYD,INE393P01035,884.05,20
618,TCPLPACK,INE822C01015,2101.55,20
619,PRAKASH,INE603A01013,154.75,21.36
620,GTPL,INE869I01013,173.25,20
621,SMLT,INE017W01010,236.5,100
622,CHOLAFIN,INE121A01024,1222.5,20
623,MONARCH,INE903D01011,524.35,20
624,SHARDAMOTR,INE597I01028,1454.25,20
625,ABSLNN50ET,INF209KB16D7,65.68,6.53
626,SETFNN50,INF200KA1598,668.28,6
627,SEQUENT,INE807F01027,116.25,20
628,M&M,INE101A01026,2212.55,10.54
629,UNOMINDA,INE405E01023,726.85,20
630,UGARSUGAR,INE071E01023,74,20
631,JWL,INE209L01016,420.25,21.96
632,NACLIND,INE295D01020,65.5,20
633,AVTNPL,INE488D01021,88.75,20
634,GLOBAL,INE291W01029,250.35,100
635,RGL,INE722H01024,102.7,20
636,AWL,INE699H01024,330.9,20
637,GRPLTD,INE137I01015,6758.05,21.67
638,MMTC,INE123F01029,68.9,24.4
639,AUTOAXLES,INE449A01011,1876.15,20
640,ELGIEQUIP,INE285A01027,627.85,20
641,TOKYOPLAST,INE932C01012,106.85,20.38
642,MID150BEES,INF204KB1V68,187.71,6
643,RML,INE050H01012,790.35,20
644,FOODSIN,INE976E01023,144,20
645,SANDUMA,INE149K01016,488.55,20
646,SDBL,INE480C01020,290.9,20.54
647,AMNPLST,INE275D01022,196.6,20
648,JCHAC,INE782A01015,1179.2,20
649,PGHH,INE179A01014,15686.5,20
650,SANSERA,INE953O01021,989.7,20
651,RPGLIFE,INE105J01010,1450.6,20
652,HIL,INE557A01011,2466.75,20
653,CANBK,INE476A01014,545.5,20
654,TVSMOTOR,INE494B01023,2063.6,20
655,PNCINFRA,INE195J01029,428.1,20
656,GAEL,INE036B01030,149.3,20
657,MUNJALAU,INE672B01032,79.35,20
658,UNICHEMLAB,INE351A01035,555.1,20
659,ESTER,INE778B01029,117,20
660,SRF,INE647A01010,2291.35,20
661,TIPSINDLTD,INE716B01029,431.8,20
662,GEOJITFSL,INE007B01023,99.75,20
663,HEADSUP,INE759V01019,13.65,100
664,CHALET,INE427F01016,829.35,20
665,BANKINDIA,INE084A01016,139,20
666,ARIES,INE298I01015,241.85,21.08
667,ZYDUSLIFE,INE010B01027,968.2,20
668,GABRIEL,INE524A01029,361.45,20
669,DCMSRIND,INE843D01027,195.45,20
670,ATL,INE0NN701020,54,20
671,KARURVYSYA,INE036D01028,187.9,20
672,ADANIENT,INE423A01024,2766.65,21.35
673,GODFRYPHLP,INE260B01028,3448.75,20
674,EIFFL,INE546V01010,133.25,20
675,KOTHARIPRO,INE823A01017,125.15,20
676,SATINDLTD,INE065D01027,90.9,20
677,SBCL,INE386D01027,558.4,20
678,SOBHA,INE671H01015,1757.3,21.05
679,DATAMATICS,INE365B01017,554.3,20.98
680,PGHL,INE199A01012,4662.4,20
681,PAYTM,INE982J01020,333,25.21
682,CDSL,INE736A01011,2072,20
683,SILVERADD,INF740KA1RE3,81.06,20
684,MUTHOOTFIN,INE414G01012,1598.4,20
685,GARFIBRES,INE276A01018,3194.65,20
686,HDFCVALUE,INF179KC1DK8,124.96,20
687,MAHLIFE,INE813A01018,601,20
688,JKTYRE,INE573A01042,392.95,20
689,NAHARSPING,INE290A01027,266.6,20
690,UBL,INE686F01025,1910.7,20
691,WESTLIFE,INE274F01020,849,20
692,BFINVEST,INE878K01010,547.8,21.27
693,COFORGE,INE591G01017,4301.8,20
694,IRISDOREME,INE01GN01025,78.35,20
695,HNGSNGBEES,INF204KB19I1,295.94,8.69
696,AAVAS,INE216P01012,1550.8,20
697,ENGINERSIN,INE510A01028,213.55,20.74
698,KELLTONTEC,INE164B01022,96.2,20.21
699,SANGHIIND,INE999B01013,86.95,20.14
700,AFFLE,INE00WC01027,1056.3,20
701,VAIBHAVGBL,INE884A01027,376.25,20
702,WSTCSTPAPR,INE976A01021,620.85,20
703,KPRMILL,INE930H01031,787.5,20
704,VALIANTLAB,INE0JWS01017,148.9,20
705,CONSOFINVT,INE025A01027,219.5,20.74
706,TVSHLTD,INE105A01035,9720.6,20
707,CYIENTDLM,INE055S01018,670.3,20
708,TFCILTD,INE305A01015,158.7,24.65
709,MHRIL,INE998I01010,412.5,20
710,BSHSL,INE032Z01020,211.25,20
711,EIHAHOTELS,INE276C01014,746.3,20
712,ONGC,INE213A01029,265.25,11.65
713,ASHAPURMIN,INE348A01023,310,21.62
714,GODREJCP,INE102D01028,1330.9,20
715,ZODIACLOTH,INE206B01013,111.1,20
716,LGBBROSLTD,INE337A01034,1270.15,20
717,ANGELONE,INE732I01013,2420.35,20
718,MOGSEC,INF247L01AK4,55.19,10
719,ZFCVINDIA,INE342J01019,13360.85,20
720,HITECHCORP,INE120D01012,205.45,20
721,HEROMOTOCO,INE158A01026,4764.9,10.08
722,LOWVOL1,INF174KA1IY5,18.39,20
723,IONEXCHANG,INE570A01022,518.05,20
724,DHARMAJ,INE00OQ01016,223.1,20
725,GODREJPROP,INE484J01027,2757.4,20
726,JPASSOCIAT,INE455F01025,16.7,28.33
727,SBIETFCON,INF200KA1X17,104.59,20
728,RBA,INE07T201019,98.6,20
729,EVEREADY,INE128A01029,337.2,20
730,IGL,INE203G01027,440,20
731,NIFTY50ADD,INF740KA1CL0,225.55,7.14
732,TREL,INE0O3901029,46,20
733,GICRE,INE481Y01014,321,21.82
734,KOTHARIPET,INE720A01015,125.55,21.66
735,DPWIRES,INE864X01013,460.95,20
736,APOLLOHOSP,INE437A01024,5806.4,10.24
737,IPL,INE0D6701023,208.75,20
738,NAHARPOLY,INE308A01027,188.05,20
739,KEC,INE389H01022,736,20
740,SAIL,INE114A01011,153.05,20
741,SPIC,INE147A01011,74.2,20
742,KSOLVES,INE0D6I01015,1081.8,20
743,MASFIN,INE348L01012,292.45,20
744,INDOSTAR,INE896L01010,224,20
745,LICHSGFIN,INE115A01026,620.1,20
746,INDIGO,INE646L01027,4045.35,20
747,TATASTEEL,INE081A01020,161.9,11.46
748,NSIL,INE023A01030,3442.5,20
749,SGBMAY29I,IN0020210053,7127.01,10
750,IDBI,INE008A01015,83.45,20
751,WORTH,INE196Y01018,112.95,20
752,REPL,INE364Z01019,187.6,20
753,MOHEALTH,INF247L01BB1,34.83,20
754,SGBJAN26,IN0020170166,7199,10
755,ZENSARTECH,INE520A01027,580.5,20
756,SUPERHOUSE,INE712B01010,209.6,20
757,AXISGOLD,INF846K01W80,60.74,20
758,SMSPHARMA,INE812G01025,202.15,20
759,FIEMIND,INE737H01014,1127.35,20
760,MEDPLUS,INE804L01022,687.65,20
761,CARYSIL,INE482D01024,852.6,20
762,YATHARTH,INE0JO301016,431.8,20
763,AARTECH,INE01C001018,238.2,100
764,PVTBANKADD,INF740KA1TA7,23.65,20
765,OSWALAGRO,INE142A01012,44.25,24.86
766,PIXTRANS,INE751B01018,1302.25,20
767,ANDHRSUGAR,INE715B01021,101.9,20
768,SHK,INE500L01026,190.25,20
769,HDFCPSUBK,INF179KC1HW4,70.89,20
770,NUVOCO,INE118D01016,313.2,20
771,CUB,INE491A01021,145.9,20
772,AGSTRA,INE583L01014,69.25,20
773,MIDSELIETF,INF109KB1XT3,153.78,9.84
774,PEARLPOLY,INE844A01013,38.75,31.14
775,FIVESTAR,INE128S01021,717.7,20
776,SAGCEM,INE229C01021,211.15,20
777,UTKARSHBNK,INE735W01017,52.7,20
778,MENONBE,INE071D01033,121.85,20
779,JINDWORLD,INE247D01039,324.05,20
780,RVNL,INE415G01027,261.05,23.25
781,SATIN,INE836B01017,237.65,20
782,DHANBANK,INE680A01011,41.5,100
783,SHIVAMILLS,INE644Y01017,104.35,27.36
784,SUMMITSEC,INE519C01017,1453.2,20
785,BAJAJFINSV,INE918I01026,1564.6,9.55
786,AURUM,INE898S01029,145.45,20
787,NEULANDLAB,INE794A01010,7146.85,21.55
788,BEML,INE258A01016,3202.15,20
789,GPPL,INE517F01014,198.8,20
790,SUNDARMFIN,INE660A01013,4418.6,20
791,JINDALPOLY,INE197D01010,513.1,20
792,EBBETF0425,INF754K01LD3,1206.67,20
793,KUANTUM,INE529I01021,153.05,20
794,RBLBANK,INE976G01028,239.9,20
795,HEALTHY,INF209KB10C2,11.91,20
796,FINOPB,INE02NC01014,285.05,20
797,OLECTRA,INE260D01016,1613.35,20.7
798,JAYBARMARU,INE571B01036,110.1,20
799,APOLSINHOT,INE451F01024,1704.4,22.2
800,HONASA,INE0J5401028,428.35,20
801,MINDACORP,INE842C01021,406.25,20
802,LUMAXIND,INE162B01018,2456.15,20
803,VINATIORGA,INE410B01037,1586.6,20
804,RELIANCE,INE002A01018,2788.25,9
805,IMAGICAA,INE172N01012,77,24
806,ANURAS,INE930P01018,794.7,20
807,THEJO,INE121N01019,2814.45,20
808,AHLUCONT,INE758C01029,1069,20
809,TTL,INE592B01016,108.5,20
810,SIGNATURE,INE903U01023,1241.8,20
811,DEEPAKFERT,INE501A01019,539.75,20
812,MVGJL,INE0KNT01012,226.45,20
813,HAPPSTMNDS,INE419U01012,810.25,20
814,UNIPARTS,INE244O01017,520.2,20
815,SFL,INE916U01025,899.15,20
816,WELSPUNLIV,INE192B01031,139.1,20
817,IWEL,INE0FLR01028,6366.6,100
818,OBCL,INE426Z01016,53.8,25.03
819,JOCIL,INE839G01010,178.45,20
820,SUVENPHAR,INE03QK01018,645.65,20
821,KOTAKBANK,INE237A01028,1643.1,9.54
822,MOLDTECH,INE835B01035,201.65,23.73
823,INFY,INE009A01021,1439.55,9.31
824,GNA,INE934S01014,403.45,20
825,LIQUID,INF769K01KS1,999.99,10
826,ITETFADD,INF740KA1SX1,33.51,20
827,MOQUALITY,INF247L01BH8,179.63,20
828,RAMCOIND,INE614A01028,220.5,20
829,MAGADSUGAR,INE347W01011,641.85,20
830,RATNAVEER,INE05CZ01011,124.45,20
831,IFBIND,INE559A01017,1392.6,20
832,SHAREINDIA,INE932X01018,1697,20
833,DHANUKA,INE435G01025,1270.85,20
834,SHANKARA,INE274V01019,645.5,20
835,LATENTVIEW,INE0I7C01011,466.75,100
836,VARROC,INE665L01035,483.85,20
837,KANSAINER,INE531A01024,276.85,20
838,SERVOTECH,INE782X01033,85.15,21.08
839,SBIN,INE062A01020,819.8,9.56
840,ENTERO,INE010601016,1055.3,20
841,DELTACORP,INE124G01033,116.7,20
842,LINDEINDIA,INE473A01011,7575.85,20
843,INDIANCARD,INE061A01014,258.75,20
844,AXISBNKETF,INF846K01X63,482.03,20
845,CAMLINFINE,INE052I01032,98.6,20
846,PRESTIGE,INE811K01011,1488.55,20
847,DICIND,INE303A01010,441.7,20
848,GRASIM,INE047A01021,2353.7,9
849,NHPC,INE848E01016,93.65,20
850,SHILPAMED,INE790G01031,499.85,20
851,ARIHANTCAP,INE420B01036,57.95,20
852,PVSL,INE772T01024,219.1,20
853,INTLCONV,INE575C01027,83.05,22.41
854,DYNPRO,INE256H01015,267.15,20
855,NGLFINE,INE887E01022,2250.15,20
856,TECHM,INE669C01036,1269.1,10.34
857,SGBDEC2513,IN0020170158,7151,10
858,REDINGTON,INE891D01026,202.3,20
859,TAINWALCHM,INE123C01018,134.5,20
860,ALKEM,INE540L01014,5067.6,20
861,TNPL,INE107A01015,272.05,20
862,NTPC,INE733E01010,346.05,10.13
863,JIOFIN,INE758E01017,345.4,20
864,PIDILITIND,INE318A01026,2837.35,20
865,HERITGFOOD,INE978A01027,339.8,20
866,RENUKA,INE087H01022,41.7,20
867,GANECOS,INE845D01014,1058.7,20
868,JINDALSAW,INE324A01024,522.15,21.74
869,NECLIFE,INE023H01027,33.35,21.52
870,LICI,INE0J1Y01017,902.15,20
871,IBULHSGFIN,INE148I01020,152.5,20.86
872,UNIENTER,INE037A01022,149.3,20
873,PPLPHARMA,INE0DK501011,148,20
874,BLAL,INE0N7W01012,225.45,20
875,CENTUM,INE320B01020,1859.8,23.42
876,JBCHEPHARM,INE572A01036,1765.45,20
877,PAKKA,INE551D01018,260.85,24.51
878,ASTEC,INE563J01010,1194.3,20
879,SUNFLAG,INE947A01014,200.55,20.63
880,HMVL,INE871K01015,98.35,21.11
881,SAKHTISUG,INE623A01011,34,24.35
882,LINCOLN,INE405C01035,551.8,20
883,SGBNOV26,IN0020180314,7195,10
884,SGBSEP28VI,IN0020200195,7174,10
885,RELAXO,INE131B01039,842.55,20
886,SGBDEC25,IN0020170125,7143,10
887,JAMNAAUTO,INE039C01032,127,20
888,HINDWAREAP,INE05AN01011,346.8,20
889,RAMRAT,INE207E01023,367.3,20
890,KABRAEXTRU,INE900B01029,373.45,20
891,MANGLMCEM,INE347A01017,857.35,20
892,CMSINFO,INE925R01014,399.1,20
893,SASTASUNDR,INE019J01013,281.95,20
894,INFRABEES,INF732E01268,855.11,20
895,MUTHOOTMF,INE046W01019,222.25,20
896,ARVINDFASN,INE955V01021,456.15,20
897,JAICORPLTD,INE070D01027,289.4,22.55
898,SBICARD,INE018E01016,710.4,20
899,JINDRILL,INE742C01031,749.65,20.76
900,TEGA,INE011K01018,1526.45,20
901,LOWVOLIETF,INF109KC19U5,19.12,20
902,PHOENIXLTD,INE211B01039,2826.25,20
903,VLSFINANCE,INE709A01018,244,20
904,AUROPHARMA,INE406A01037,1115.3,20
905,HINDMOTORS,INE253A01025,46.5,26.59
906,CERA,INE739E01017,6743.1,20
907,BBETF0432,INF754K01OB1,1137.97,20
908,VPRPL,INE0AE001013,147.95,20
909,BFSI,INF769K01HI8,21.45,20
910,GATEWAY,INE079J01017,101,20
911,SUPRAJIT,INE399C01030,406.35,20
912,INDNIPPON,INE092B01025,638.6,20
913,ORIENTPPR,INE592A01026,53.4,20
914,HINDUNILVR,INE030A01027,2325.65,9
915,LUPIN,INE326A01037,1583.95,20
916,TIRUMALCHM,INE338A01024,253.35,20
917,HDFCPVTBAN,INF179KC1HZ7,23.7,20
918,MIDCAPIETF,INF109KC1G82,186.92,6.14
919,HERCULES,INE688E01024,470.65,20
920,ITBEES,INF204KB15V2,35.23,20
921,MUFTI,INE220Q01020,173.9,20
922,VRLLOG,INE366I01010,548.7,20
923,SETFGOLD,INF200KA16D8,62.2,20
924,AURIONPRO,INE132H01018,2406.35,100
925,MIDCAPETF,INF769K01IC9,18.43,6
926,AHLADA,INE00PV01013,115.8,21.12
927,DPABHUSHAN,INE266Y01019,1112.1,20
928,SUDARSCHEM,INE659A01023,715.3,20
929,NUCLEUS,INE096B01018,1306.6,20.84
930,BSLSENETFG,INF209KB10E8,71.05,6
931,FOCUS,INE593W01028,152.35,20
932,LAURUSLABS,INE947Q01028,427.35,20
933,SUPREMEIND,INE195A01028,5400.75,20
934,TEMBO,INE869Y01010,216.6,20
935,LTIM,INE214T01019,4658,10.99
936,IBREALEST,INE069I01010,118.3,24.36
937,KAMDHENU,INE390H01012,510.45,20.66
938,KSB,INE999A01015,4500.4,20
939,SYMPHONY,INE225D01027,951.6,20
940,ATFL,INE209A01019,714.45,20
941,ARTEMISMED,INE025R01021,190.35,20
942,SGBOCT26,IN0020180249,7150,10
943,HINDOILEXP,INE345A01011,187.9,20
944,MON100,INF247L01AP3,146.05,6.3
945,VIPIND,INE054A01027,534.1,20
946,SUPRIYA,INE07RO01027,368.65,20
947,PTC,INE877F01012,208.15,20
948,KHADIM,INE834I01025,359.5,20
949,HDFCAMC,INE127D01025,3616.4,20
950,JUSTDIAL,INE599M01018,1005.9,20
951,SURYALAXMI,INE713B01026,71.25,20
952,TATAMTRDVR,IN9155A01020,692.6,20
953,GOLD1,INF174KA1HJ8,60.82,20
954,LICMFGOLD,INF397L01554,6567.15,20
955,ACE,INE731H01025,1391.85,22.38
956,PTCIL,INE596F01018,7271.15,20
957,HDFCNIFBAN,INF179KC1HY0,48.1,20
958,THOMASCOOK,INE332A01027,199.3,20
959,SGBJ28VIII,IN0020190537,7100,10
960,LIQUIDETF,INF740KA1EU7,1000,10
961,UJJIVANSFB,INE551W01018,51.8,20
962,GOLDIAM,INE025B01025,160.25,20
963,EMAMIPAP,INE830C01026,108.95,20
964,KALYANKJIL,INE303R01014,397.15,20
965,LIBAS,INE908V01012,19,23
966,SYRMA,INE0DYJ01015,463.6,20
967,SPANDANA,INE572J01011,785.25,20
968,BSE500IETF,INF109KC1V59,34.14,6
969,LICNFNHGP,INF767K01PC8,244.83,6.82
970,BALRAMCHIN,INE119A01028,371.7,20
971,PATELENG,INE244B01030,55.05,23.3
972,EXICOM,INE777F01014,260.7,20
973,SHIVATEX,INE705C01020,160.65,21.56
974,TATAELXSI,INE670A01012,7151.45,20
975,MEGASTAR,INE00EM01016,284.7,20
976,SGBMAR31IV,IN0020220169,7103,10
977,DBL,INE917M01012,456.55,20
978,SGBJAN30IX,IN0020210236,7086.83,10
979,AARTISURF,INE09EO01013,663.35,20
980,XPROINDIA,INE445C01015,1015.35,20
981,SIS,INE285J01028,411.3,20
982,MOSMALL250,INF247L01CH6,15.14,6
983,EXCELINDUS,INE369A01029,954.95,20
984,PNBHOUSING,INE572E01012,755.95,20
985,JISLDVREQS,IN9175A01010,33.45,21.85
986,AMJLAND,INE606A01024,37.35,21.46
987,NDTV,INE155G01029,213.4,20.89
988,MNC,INF174KA1JF2,27.45,20
989,LIKHITHA,INE060901027,333.95,20
990,PSUBNKBEES,INF204KB16I7,78.65,20
991,ADANIPORTS,INE742F01042,1244.55,15.18
992,NIF100BEES,INF204K014N5,240.88,6
993,IRMENERGY,INE07U701015,550.35,20
994,HINDZINC,INE267A01025,456.15,20
995,ORCHPHARMA,INE191A01027,1019.75,20
996,NYKAA,INE388Y01029,168.4,20
997,JISLJALEQS,INE175A01038,64.35,23.05
998,J&KBANK,INE168A01041,128.3,20
999,PENIND,INE932A01024,124.1,22.13
1000,SGBSEP29VI,IN0020210145,7114.01,10
1001,PSB,INE608A01012,57.4,22.65
1002,VIJAYA,INE043W01024,730.25,20
1003,BANCOINDIA,INE213C01025,582.65,20
1004,BANARBEADS,INE655B01011,90.7,20
1005,METROPOLIS,INE112L01020,1714.95,20
1006,AKZOINDIA,INE133A01011,2464.8,20
1007,BALAJITELE,INE794B01026,71.55,23.44
1008,OMAXE,INE800H01010,89.5,23.24
1009,BSLNIFTY,INF209KB19D1,25.01,6
1010,TTKPRESTIG,INE690A01028,693.35,20
1011,HGINFRA,INE926X01010,1141.8,20
1012,PCBL,INE602A01031,251.55,20
1013,INDBANK,INE841B01017,47.6,26.66
1014,TATACOMM,INE151A01013,1726.1,20
1015,AGRITECH,INE449G01018,192.35,23.71
1016,PITTIENG,INE450D01021,809.3,20
1017,SMCGLOBAL,INE103C01036,160.55,20
1018,ATGL,INE399L01023,878.55,23.48
1019,DATAPATTNS,INE0IX101010,2848.65,20
1020,MMFL,INE227C01017,1120.1,20
1021,ORIENTHOT,INE750A01020,147.5,20
1022,KIMS,INE967H01017,1999.75,20
1023,SUVEN,INE495B01038,99.65,20
1024,NRAIL,INE740D01017,450.35,20
1025,SILVERETF,INF789F1AYK6,82.58,20
1026,VIRINCHI,INE539B01017,34.1,20
1027,RAINBOW,INE961O01016,1400.25,20
1028,AXISBPSETF,INF846K01Z04,11.73,20
1029,TEXRAIL,INE621L01012,163.85,23.17
1030,SUNDRMFAST,INE387A01021,1142.65,20
1031,ASHOKLEY,INE208A01029,194.65,20
1032,HDFCNIFTY,INF179KC1965,241.06,6
1033,AKSHARCHEM,INE542B01011,266.5,20.8
1034,AMBER,INE371P01015,3876.7,20
1035,VESUVIUS,INE386A01015,4498.65,20
1036,NIF100IETF,INF109KA1962,250.67,6
1037,GSPL,INE246F01010,290.8,20
1038,SAKAR,INE732S01012,341.85,20
1039,LOVABLE,INE597L01014,122.9,20
1040,SGBDC27VII,IN0020190461,7109.5,10
1041,CHEVIOT,INE974B01016,1264.2,20
1042,TATAMOTORS,INE155A01022,1030.3,10.99
1043,NV20IETF,INF109KC11V0,13.58,20
1044,HLEGLAS,INE461D01028,429.05,20
1045,THYROCARE,INE594H01019,622.5,20
1046,SGBNOV25IX,IN0020170117,7115.35,10
1047,RADHIKAJWE,INE583V01021,59.6,22.78
1048,ASKAUTOLTD,INE491J01022,295.9,20
1049,NIFTYQLITY,INF209KB15K4,19,20
1050,HESTERBIO,INE782E01017,1659.65,20
1051,WINDLAS,INE0H5O01029,504.2,20
1052,BATAINDIA,INE176A01028,1298.55,20
1053,BDL,INE171Z01018,1868.2,20
1054,INFIBEAM,INE483S01020,31.3,23
1055,ORIENTELEC,INE142Z01019,214.7,20
1056,TNPETRO,INE148A01019,82.2,20
1057,SPENCERS,INE020801028,91.25,21.42
1058,DCM,INE498A01018,72.35,20.06
1059,CSBBANK,INE679A01013,355.3,20
1060,HILTON,INE788H01017,111.6,23.53
1061,MOLDTKPAC,INE893J01029,793.6,20
1062,JKCEMENT,INE823G01014,3863.7,20
1063,UTISXN50,INF789F1AUU3,79.68,9.48
1064,PILANIINVS,INE417C01014,3702.7,20
1065,WABAG,INE956G01038,868.15,20
1066,AVANTIFEED,INE871C01038,515.2,20
1067,JYOTICNC,INE980O01024,809.65,20
1068,COSMOFIRST,INE757A01017,578.5,20
1069,AKSHOPTFBR,INE523B01011,9.2,100
1070,UTISENSETF,INF789FB1X58,782.86,6.05
1071,ASHOKA,INE442H01029,163.1,20
1072,RATNAMANI,INE703B01027,3109.75,20
1073,POLYMED,INE205C01021,1590.3,20
1074,COROMANDEL,INE169A01031,1183.55,20
1075,CIEINDIA,INE536H01010,482.6,20
1076,SGBDEC26,IN0020180389,7170,10
1077,GLENMARK,INE935A01035,999.65,20
1078,SAMHI,INE08U801020,189.9,20
1079,LT,INE018A01030,3275.45,9.16
1080,STARHEALTH,INE575P01011,537.45,20
1081,UTINEXT50,INF789F1AUW9,67.29,7.68
1082,TVSSRICHAK,INE421C01016,4070.55,20
1083,AXISBANK,INE238A01034,1115.65,9.24
1084,BGRENERGY,INE661I01014,39.2,100
1085,MAHASTEEL,INE451L01014,119.7,100
1086,TRACXN,INE0HMF01019,90.7,20
1087,RAILTEL,INE0DD101019,359.15,24.61
1088,ACCELYA,INE793A01012,1617,20
1089,BSLGOLDETF,INF209KB18D3,64.07,20
1090,COASTCORP,INE377E01016,237.05,20
1091,DYCL,INE600Y01019,423.6,20
1092,ADSL,INE102I01027,136.35,22.8
1093,JSWENERGY,INE121E01018,530.95,20
1094,MONIFTY500,INF247L01BU1,20.51,6
1095,BARBEQUE,INE382M01027,512.8,20
1096,VISAKAIND,INE392A01021,101.5,20.87
1097,TNIDETF,INF277KA1364,77.32,20
1098,KRISHANA,INE506W01012,214.2,20
1099,ELECTCAST,INE086A01029,171.5,20
1100,SUNDARMHLD,INE202Z01029,218.15,20
1101,PARKHOTELS,INE988S01028,181.15,20
1102,SHRADHA,INE715Y01023,78.6,26.07
1103,VETO,INE918N01018,122.7,20
1104,SMLISUZU,INE294B01019,2076.45,22.35
1105,CAPACITE,INE264T01014,275.05,20.21
1106,BSE,INE118H01025,2710.15,20.56
1107,AJMERA,INE298G01027,783.95,22.18
1108,IPCALAB,INE571A01038,1284.25,20
1109,FDC,INE258B01022,445.35,20
1110,INSECTICID,INE070I01018,561.35,20
1111,TASTYBITE,INE488B01017,11128.15,20
1112,GREENLAM,INE544R01021,528.25,20
1113,AEGISCHEM,INE208C01025,578.9,20.66
1114,VARDHACRLC,INE116G01013,54.85,20
1115,CENTRALBK,INE483A01010,60.45,20.79
1116,KIOCL,INE880L01014,406.25,27.15
1117,DBREALTY,INE879I01012,193,25.23
1118,HINDPETRO,INE094A01015,501,20
1119,NDL,INE875G01030,37.75,22.59
1120,AVG,INE680Z01018,536.4,20.03
1121,BAJFINANCE,INE296A01024,6605.15,10.73
1122,NLCINDIA,INE589A01014,212.9,22
1123,SURYAROSNI,INE335A01020,616.6,20.93
1124,NV20BEES,INF204KB18I3,140.54,20
1125,LTGILTBEES,INF204KB1882,25.54,10
1126,KESORAMIND,INE087A01019,175.75,20
1127,INGERRAND,INE177A01018,4304.45,20
1128,ABBOTINDIA,INE358A01014,25562.4,20
1129,PARADEEP,INE088F01024,65.4,20
1130,ONMOBILE,INE809I01019,72.4,22.32
1131,NIITMTS,INE342G01023,449.95,20
1132,POCL,INE063E01046,700.45,22.52
1133,UNIVCABLES,INE279A01012,547.5,20
1134,HEUBACHIND,INE492A01029,383,20
1135,DEN,INE947J01015,48.65,20
1136,SCI,INE109A01011,206.45,20
1137,AVALON,INE0LCL01028,516.05,20
1138,ENIL,INE265F01028,239.2,21.66
1139,RUPA,INE895B01021,255.35,20
1140,IOC,INE242A01010,156.6,20
1141,KANPRPLA,INE694E01014,101.75,20
1142,OBEROIRLTY,INE093I01010,1458.5,20
1143,ADFFOODS,INE982B01027,234.2,20.06
1144,STEL,INE577L01016,306.9,20.9
1145,BALKRISIND,INE787D01026,2441.05,20
1146,AHLEAST,INE926K01017,141.55,20
1147,IEX,INE022Q01020,142.8,20
1148,SPORTKING,INE885H01011,791.7,20
1149,NIFTY1,INF174K014P6,237.18,6
1150,UNIDT,INE961D01019,254.5,20
1151,AXISCADES,INE555B01013,598.6,21.14
1152,ENDURANCE,INE913H01037,1956,20
1153,JAIPURKURT,INE696V01013,47.4,100
1154,MIDHANI,INE099Z01011,409.25,20
1155,PAR,INE04LG01015,251.85,20
1156,DREAMFOLKS,INE0JS101016,513.1,20
1157,ZOTA,INE358U01012,472.35,20
1158,ANUP,INE294Z01018,1889.3,20
1159,PTL,INE034D01049,41.7,20
1160,ELIN,INE050401020,159.25,20
1161,INDHOTEL,INE053A01029,550.65,20
1162,GANDHITUBE,INE524B01027,806.6,20
1163,PDMJEPAPER,INE865T01018,87.35,22.3
1164,HIMATSEIDE,INE049A01027,128,20
1165,AUTOBEES,INF204KC1337,229.25,20
1166,GENESYS,INE727B01026,534.8,23.7
1167,PNB,INE160A01022,122.15,20
1168,ISGEC,INE858B01029,969.6,20
1169,BIOFILCHEM,INE829A01014,66,23.18
1170,SEAMECLTD,INE497B01018,994.15,20
1171,FSL,INE684F01012,185.45,20
1172,HARIOMPIPE,INE00EV01017,552.15,20
1173,ULTRACEMCO,INE481G01011,9446.1,9
1174,KERNEX,INE202H01019,478.35,20
1175,ASTRAZEN,INE203A01020,5132.85,20
1176,TECH,INF209KB11D8,34.41,20
1177,PRINCEPIPE,INE689W01016,627.65,20
1178,BANKBARODA,INE028A01039,262.65,20
1179,PDSL,INE111Q01021,435.85,20
1180,CENTENKA,INE485A01015,557.3,20
1181,ICICIGI,INE765G01017,1651.55,20
1182,GHCL,INE539A01019,477.1,20
1183,QNIFTY,INF082J01028,2355.64,6
1184,SUNPHARMA,INE044A01036,1494.65,9
1185,GUJAPOLLO,INE826C01016,268.45,20
1186,LIQUIDCASE,INF0R8F01034,102.07,10
1187,QGOLDHALF,INF082J01408,60.23,20
1188,RAMCOCEM,INE331A01037,748.6,20
1189,TIIL,INE545H01011,2158.2,22.44
1190,PPL,INE050001010,353.2,20.49
1191,GLAND,INE068V01023,1693,20
1192,BEL,INE263A01024,226.2,20
1193,SAKSOFT,INE667G01023,262.25,20
1194,HONDAPOWER,INE634A01018,2322.1,20
1195,BLKASHYAP,INE350H01032,61.1,20
